game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
Darksiders Iii,11/27/2018,November 2020,,65.0,THQ Nordic,"THQ Nordic, Gunfire Games",PC
Yakuza Kiwami 2,12/1/2017,November 2020,,82.0,SEGA,"SEGA, Ryu ga Gotoku Studio",PC
Imperator: Rome Deluxe Edition,2019-04-24,November 2020,,76,Paradox Interactive,Paradox Development Studio,PC
Crying Suns,9/14/2018,November 2020,,,"Humble Bundle, Alt Shift","Humble Bundle, Alt Shift",PC
Darksburg,2020-09-23,November 2020,,61,Shiro Unlimited,Shiro Games,PC
Little Misfortune,2019-09-17,November 2020,,57,Killmonday Games,Killmonday Games,PC
Smile For Me,2019-05-31,November 2020,,,LimboLane,"Gabe Lane, Yugo Limbo",PC
Darkwood,8/17/2017,November 2020,,78.0,"Crunching Koalas, Acid Wizard Studio","Crunching Koalas, Acid Wizard",PC
Tsioque,2018-11-06,November 2020,,,OhNoo Studio,"Smile, OhNoo Studio",PC
Rover Mechanic Simulator,2021-09-22,November 2020,,65,PlayWay,Pyramid Games,PC
Youropa,2018-06-27,November 2020,,74,frecle ApS,frecle ApS,PC
Townsmen - A Kingdom Rebuilt,2019-02-25,November 2020,,66,HandyGames,Handy Games,PC
Tropico 6 - El Prez Edition,2019-03-28,October 2020,,76,Kalypso Media,Limbic Entertainment,PC
Fae Tactics,7/1/2020,October 2020,,77.0,"Humble Games, Humble Bundle",Endlessfluff Games,PC
Sunless Bundle (Sunless Skies + Sunless Sea),2017-08-30,October 2020,,87,Failbetter Games,Failbetter Games,PC
Iron Danger,2020-03-24,October 2020,,73,"Daedalic Entertainment, Action Squad Studios",Action Squad Studios,PC
Autonauts,10/16/2019,October 2020,,,Curve Digital,Denki,PC
Shadows: Awakening,8/31/2018,October 2020,,73.0,Kalypso Media,"Kalypso Media, Games Farm",PC
Fantasy Blacksmith,2019-11-15,October 2020,,,GrabTheGames,Heaven Brotherhood,PC
The Suicide Of Rachel Foster,2020-02-18,October 2020,,63,Daedalic Entertainment,ONE-O-ONE GAMES,PC
Goat Of Duty,2019-07-10,October 2020,,,Raiser Games,34BigThings,PC
The Uncertain: Last Quiet Day,2016-09-21,October 2020,,,New Game Order,New Game Order,PC
Basement,2015-04-30,October 2020,,,Halfbus,Halfbus,PC
Lightmatter,2020-01-15,October 2020,,73,Aspyr,Tunnel Vision Games,PC
Golf With Your Friends + Caddypack Dlc + Ost,,September 2020,,,Hendrik Felix Pohl,Hendrik Felix Pohl,PC
Generation Zero,3/1/2019,September 2020,,51.0,Avalanche Studios,Avalanche Studios,PC
Forager,4/1/2019,September 2020,,78.0,Humble Bundle,"Humble Bundle, HopFrog",PC
Vampire: The Masquerade - Coteries Of New York,3/25/2020,September 2020,,72.0,Draw Distance,Draw Distance,PC
Fun With Ragdolls: The Game,2019-08-31,September 2020,,,Jadon Barnes,Jadon Barnes,PC
Lethal League Blaze,10/1/2018,September 2020,,82.0,Team Reptile,"Team Reptile, Reptile Games",PC
Strange Brigade,8/1/2018,September 2020,,75.0,Rebellion,Rebellion,PC
Evoland Legendary Edition,2/7/2019,September 2020,,66.0,Shiro Games,Shiro Games,PC
Yooka-Laylee And The Impossible Lair,10/1/2019,September 2020,,83.0,Team17 Digital,"Playtonic Games, playtronic",PC
Catherine Classic,2011-02-17,September 2020,,80,"SEGA, Capcom, Deep Silver, Atlus","Atlus, Atlus Persona Team",PC
The Occupation,2019-03-04,September 2020,,67,"Humble Bundle, Humble","Humble Bundle, White Paper Games",PC
The Shapeshifting Detective,2018-11-06,September 2020,,70,Wales Interactive,"Wales Interactive, D'Avekki Studios",PC
Vampyr,6/1/2018,August 2020,,71.0,Focus Home Interactive,DONTNOD Entertainment,PC
Hello Neighbor + Hello Neighbor Hide And Seek Collection,2018-12-06,August 2020,,55,tinyBuild,"tinyBuild, Dynamic Pixels",PC
Wargroove,2/1/2019,August 2020,,81.0,Chucklefish,Chucklefish,PC
Call Of Cthulhu,10/30/2018,August 2020,,66.0,Focus Home Interactive,Cyanide Studio,PC
Little Big Workshop,10/17/2019,August 2020,,75.0,"THQ Nordic, HandyGames, Handy Games",Mirage Game Studios,PC
Genesis Alpha One Deluxe Edition,2019-01-29,August 2020,,67,Team17 Digital,"Team17 Digital, Radiation Blue",PC
Automachef,7/23/2019,August 2020,,70.0,Team17 Digital,"Team17 Digital, Hermes Interactive",PC
Through The Darkest Of Times,1/29/2020,August 2020,,75.0,"www.handy-games.com, HandyGames","Handy Games, Paintbucket Games",PC
American Fugitive,2019-05-20,August 2020,,66,Curve Digital,Fallen Tree Games,PC
The Coma 2: Vicious Sisters,2020-01-27,August 2020,,,"Headup Games, Devespresso Games",Devespresso Games,PC
We Were Here Together,2019-10-10,August 2020,,70,Total Mayhem Games,Total Mayhem Games,PC
A Case Of Distrust,2018-02-08,August 2020,,77,Serenity Forge,"Serenity Forge, The Wandering Ben, TheWanderingBen",PC
Age Of Wonders: Planetfall - Deluxe Edition,2019-08-05,July 2020,,81,Paradox Interactive,"Triumph Studios, Paradox Interactive",PC
Void Bastards,5/1/2019,July 2020,,75.0,"Humble Games, Humble Bundle",Blue Manchu,PC
Railway Empire,1/25/2018,July 2020,,76.0,Kalypso Media,"Kalypso Media, Gaming Minds Studios",PC
Battlestar Galactica Deadlock,2017-08-30,July 2020,,,Slitherine,"Slitherine Software, Black Lab Games",PC
Yuppie Psycho,2019-04-25,July 2020,,78,"Another Indie, Neon Doctrine",Baroque Decay,PC
Beat Hazard 2,2019-10-15,July 2020,,,Cold Beam Games,Cold Beam Games,PC
Sigma Theory: Global Cold War,2019-04-17,July 2020,,,"Plug In Digital, Mi-Clos Studio","Plug In Digital, Goblinz Studio, Mi-Clos Studio",PC
Metal Unit,2019-12-19,July 2020,,64,NEOWIZ,JellySnow Studio,PC
Don'T Escape: 4 Days To Survive,2019-12-10,July 2020,,,,Armor Games Studios,PC
Verlet Swing,2018-03-14,July 2020,,,"Digerati, Flamebait Games","Digerati Distribution, Flamebait Games, Flamebait",PC
Basingstoke,2018-03-30,July 2020,,,Puppygames,Puppygames,PC
Earthlock,9/1/2016,July 2020,,,Snowcastle Games,"Snowcastle Games, Snow Castle AS",PC
Supraland,4/1/2019,June 2020,,82.0,Supra Games,Supra Games,PC
Grid™ - Ultimate Edition,2015-11-19,June 2020,,,Axol Studio,Axol Studio,PC
Hellblade: Senua'S Sacrifice,8/1/2017,June 2020,,88.0,Ninja Theory,Ninja Theory,PC
The Messenger,8/1/2018,June 2020,,83.0,Devolver Digital,Sabotage,PC
Barotrauma,2023-03-13,June 2020,,81,FakeFish,"FakeFish, Undertow Games",PC
Felix The Reaper,10/1/2019,June 2020,,69.0,Daedalic Entertainment,"Daedalic Entertainment, Kong Orange",PC
Men Of War: Assault Squad 2 - Warchest Edition,,June 2020,,,1C Entertainment,Digitalmindsoft,PC
Stygian: Reign Of The Old Ones,2019-09-25,June 2020,,,"1C Entertainment, Cultic Games",Cultic Games,PC
Remnants Of Naezith,2020-06-05,June 2020,,,Tolga Ay,Tolga Ay,PC
Overload,2017-03-13,June 2020,,,"LLC, Revival Productions",Revival Productions,PC
The Stillness Of The Wind,2/1/2019,June 2020,,76.0,Fellow Traveller,"Fellow Traveller, Memory of God, Memory of God aka Coyan Cardenas, Lambic Studios",PC
The King'S Bird,8/23/2018,June 2020,,,Graffiti Games,"Serenity Forge, Graffiti Games",PC
Jurassic World Evolution + 1 Dlc,2018-06-12,05/1/2020,,71,Frontier Developments,Frontier Developments,PC
Xcom® 2 + 2 Dlc,2016-02-04,05/1/2020,,88,"2K Games, Feral Interactive","Feral Interactive, 2K, Firaxis",PC
Rise Of Industry,2/9/2018,05/1/2020,,62.0,Kasedo Games,Dapper Penguin Studios,PC
Niche - A Genetics Survival Game,2016-09-15,05/1/2020,,,Stray Fawn Studio,Stray Fawn Studio,PC
"Warhammer 40,000: Gladius - Relics Of War",2018-07-11,05/1/2020,,71,Slitherine,Proxy Studios,PC
The Swords Of Ditto: Mormo'S Curse,4/1/2018,05/1/2020,,76.0,Devolver Digital,"Devolver Digital, Devolver, onebitbeyond",PC
Warsaw,2019-10-01,05/1/2020,,,gaming company,Pixelated Milk,PC
Heave Ho,8/1/2019,05/1/2020,,76.0,Devolver Digital,"Le Cartel Studio, Le Cartel",PC
Mo:Astray,2020-11-12,05/1/2020,,,"Rayark International, Rayark","Rayark International, Archpray",PC
Neoverse,1/1/2019,05/1/2020,,68.0,Tinogames,Tinogames,PC
Chess Ultra,6/1/2017,05/1/2020,,83.0,Ripstone,Ripstone,PC
Horace,7/17/2019,05/1/2020,,82.0,505 Games,"Sean Scaplehorn, Paul Helman",PC
Hitman 2,2018-11-13,April 2020,,83,Warner Bros. Interactive,IO Interactive,PC
Gris,12/1/2018,April 2020,,84.0,Devolver Digital,Nomada Studio,PC
This Is The Police 2,7/31/2018,April 2020,,70.0,"THQ Nordic, Nordic Games, www.handy-games.com","THQ Nordic, Handy Games, Weappy Studio, Weappy",PC
Opus Magnum,12/1/2017,April 2020,,90.0,Zachtronics,Zachtronics,PC
Molek-Syntez,2019-11-18,April 2020,,,Zachtronics,Zachtronics,PC
Raiden V: Director'S Cut | 雷電 V Director'S Cut | 雷電V:導演剪輯版,2017-10-05,April 2020,,75,"UFO Interactive Games, UFO Interactive","UFO Interactive Games, Moss Co, Moss Co.",PC
Driftland: The Magic Revival,2017-11-15,April 2020,,,Star Drifters,Star Drifters,PC
Turok 2: Seeds Of Evil,1998-10-21,April 2020,,,"Nightdive Studios, Acclaim Entertainment, Night Dive Studios","Nightdive Studios, Acclaim Studios Austin, Iguana Entertainment",PC
Truberbrook / Trüberbrook,2019-03-11,April 2020,,,Headup Games,"Headup Games, Merge Games, btf",PC
The Bard'S Tale Iv: Director'S Cut,9/1/2018,April 2020,,70.0,inXile Entertainment,InXile Entertainment,PC
Shoppe Keep 2,2019-04-25,April 2020,,,Excalibur Games,Strange Fire,PC
Capitalism 2,2001-12-16,April 2020,,,"Retroism, Enlight Software",Enlight Software,PC
My Friend Pedro,6/1/2019,March 2020,,80.0,Devolver Digital,"Devolver, DeadToast Entertainment, Deadtoast",PC
Planet Coaster + 1 Dlc,2015-10-30,March 2020,,,"Kelkafa Studios, Mil Software","Cardboard Sword, Jet Stone Studios, Kelkafa Studios, Ozan Civit",PC
F1 2019 Anniversary Edition,2017-08-24,March 2020,,89,"Feral Interactive, Deep Silver, Codemasters","Feral Interactive, Codemasters",PC
Fell Seal: Arbiter'S Mark,2018-08-16,March 2020,,,"1C Company, 1C Entertainment, 6 Eyes Studio","6 Eyes Studio, 1C Publishing EU",PC
Battle Chasers: Nightwar,10/1/2017,March 2020,,84.0,"THQ Nordic, Nordic Games, www.handy-games.com","THQ Nordic, Handy Games, Airship Syndicate",PC
Exapunks,10/1/2018,March 2020,,80.0,Zachtronics,Zachtronics,PC
Turok,2008-04-22,March 2020,,67,Touchstone Studios,"Aspyr Media, Propaganda Games",PC
Fps,2014-04-14,March 2020,,,,Brinx,PC
Death'S Gambit,8/1/2018,March 2020,,71.0,Adult Swim Games,"Adult Swim, White Rabbit",PC
198X,2019-06-19,March 2020,,67,"8-4, Hi-Bit Studios","Hi-Bit Studios, RESET MEDIA",PC
Niffelheim,2018-09-25,March 2020,,,"Ellada Games, Andrey Arutyunyan","Ellada Games, Andrey Arutyunyan",PC
Ai War 2,2019-10-21,March 2020,,,Arcen Games,Arcen Games,PC
Etherborn,2019-07-17,March 2020,,69,Altered Matter,"Altered Matter, ALTERED MATTER GAMES",PC
Frostpunk + 1 Dlc,2018-04-24,February 2020,,85,11 bit studios,11 Bit Studios,PC
Pathfinder: Kingmaker - Enhanced Plus Edition,2018-09-25,February 2020,,73,Deep Silver,Owlcat Games,PC
Book Of Demons,12/1/2018,February 2020,,73.0,"505 Games, Thing Trunk","SONKA, Thing Trunk",PC
Cryofall,2019-04-03,February 2020,,,Daedalic Entertainment,AtomicTorch Studio,PC
Okami Hd,2017-12-12,February 2020,,92,Capcom,Capcom,PC
Eliza,2019-08-11,February 2020,,84,"Zachtronics, Alliance",Zachtronics,PC
Shenzhen I/O,10/1/2016,February 2020,,88.0,Zachtronics,Zachtronics,PC
Project Warlock,2018-10-17,February 2020,,,"Crunching Koalas, gaming company",Buckshot Software,PC
Fps Indie Retro,2020-12-20,February 2020,,,,Yanni,PC
The Hex,2018-10-16,February 2020,,,Daniel Mullins Games,Daniel Mullins Games,PC
Warstone Td,2017-03-29,February 2020,,,Battlecruiser Games,Battlecruiser Games,PC
Underhero,2018-09-18,February 2020,,,"Digerati, Paper Castle Games",Paper Castle Games,PC
Night Call,7/1/2019,February 2020,,68.0,Raw Fury,"Monkey Moon, Black Muffin, BlackMuffin Studio",PC
Middle-Earth™: Shadow Of War™,2017-09-27,January 2020,,82,"Warner Bros. Interactive, WB Games","Warner Bros. Interactive, Monolith Productions",PC
Graveyard Keeper,8/1/2018,January 2020,,70.0,"tinyBuild, Magic Cat","tinyBuild, Lazy Bear Games, Magic Cat",PC
Two Point Hospital,4/1/2018,January 2020,,83.0,"SEGA, GAMESDROP","Two Point Studios, GAMESDROP",PC
Dirt Rally 2.0 + 3 Dlcs,2019-02-26,January 2020,,83,Codemasters,Codemasters,PC
Street Fighter V,2016-02-15,January 2020,,74,Capcom,"Capcom, Capcom U.S.A",PC
Bad North: Jotunn Edition,8/1/2018,January 2020,,65.0,Raw Fury,Raw Fury,PC
Trailmakers,9/1/2019,January 2020,,70.0,Flashbulb,Flashbulb,PC
Unrailed!,9/23/2020,January 2020,,73.0,Daedalic Entertainment,Indoor Astronaut,PC
Whispers Of A Machine,,January 2020,,77,Raw Fury,"Raw Fury, Clifftop Games, Faravid Interactive",PC
Them'S Fightin' Herds,2020-04-30,January 2020,,82,"Humble Bundle, Mane6",Mane6,PC
Mages Of Mystralia,5/17/2017,January 2020,,75.0,Borealys Games,Borealys Games,PC
Grip + 1 Dlc,2018-11-05,January 2020,,68,"Wired Productions, Caged Element","Wired Productions, Caged Element",PC
